drone_type,temperature,wind_speed,rain,humidity,time_of_day,mission,payload,altitude,enemy_contact,temp_humidity,base_life,wind_rain,flight_duration_pct
MQ-9 Reaper,67.07,4.67,1,99.32,10,strike,1611.231,765.0,1,6661.82,2400,4.67,65.11
Wasp AE,0.75,10.84,0,23.22,10,strike,0.006,953.0,1,17.39,60,0.0,1.67
Wasp AE,48.5,13.25,0,46.13,1,surveillance,0.099,1132.0,1,2237.37,60,0.0,1.67
Wasp AE,-7.26,17.86,1,58.29,11,recon,0.099,927.0,0,-423.27,60,17.86,1.67
RQ-4 Global Hawk,29.26,18.54,0,14.87,22,strike,351.101,1371.0,0,435.23,3600,0.0,87.04
MQ-9 Reaper,66.52,5.92,1,64.24,15,surveillance,1063.739,520.0,1,4273.5,2400,5.92,76.28
Wasp AE,47.38,17.27,1,20.05,13,surveillance,0.011,1412.0,0,950.12,60,17.27,1.67
RQ-4 Global Hawk,23.47,17.86,0,10.08,10,recon,60.946,658.0,0,236.53,3600,0.0,92.83
MQ-9 Reaper,45.4,9.24,1,27.88,4,surveillance,1217.165,1338.0,0,1265.52,2400,9.24,72.35
RQ-4 Global Hawk,49.85,19.24,0,46.86,19,surveillance,1231.835,1173.0,1,2335.87,3600,0.0,71.37
RQ-4 Global Hawk,67.6,8.66,1,86.54,23,strike,760.46,1199.0,0,5849.88,3600,8.66,85.93
MQ-9 Reaper,47.31,7.18,0,90.95,1,recon,864.432,1127.0,1,4303.23,2400,0.0,80.54
RQ-4 Global Hawk,61.91,1.8,1,60.92,2,surveillance,680.998,1120.0,0,3771.68,3600,1.8,87.98
MQ-9 Reaper,42.92,10.01,1,73.42,13,recon,353.742,420.0,0,3151.2,2400,10.01,90.1
Wasp AE,26.57,6.47,0,99.76,16,strike,0.036,1209.0,0,2650.42,60,0.0,52.7
ScanEagle,37.19,3.83,0,61.54,14,surveillance,2.097,1129.0,0,2288.7,900,0.0,96.44
ScanEagle,27.38,0.95,1,46.24,7,recon,2.941,216.0,0,1265.99,900,0.95,94.98
RQ-4 Global Hawk,38.41,2.06,0,92.78,4,surveillance,459.663,739.0,0,3564.02,3600,0.0,91.95
RQ-4 Global Hawk,36.32,10.58,1,84.95,4,recon,990.908,688.0,0,3085.21,3600,10.58,81.59
RQ-4 Global Hawk,62.39,12.91,1,25.65,14,strike,1108.244,1264.0,0,1600.09,3600,12.91,78.73
MQ-9 Reaper,62.96,18.84,0,39.13,12,recon,174.652,304.0,0,2463.76,2400,0.0,84.16
ScanEagle,28.46,0.76,0,43.35,8,recon,1.387,1134.0,0,1233.88,900,0.0,97.86
MQ-9 Reaper,61.03,14.2,1,75.48,9,recon,531.929,1283.0,0,4606.9,2400,14.2,83.05
RQ-4 Global Hawk,27.02,14.82,0,45.48,2,recon,1288.82,1211.0,0,1228.76,3600,0.0,74.8
RQ-4 Global Hawk,16.72,5.02,0,54.59,10,recon,253.572,1024.0,0,912.46,3600,0.0,95.52
Wasp AE,11.83,7.56,1,74.16,15,surveillance,0.002,1240.0,1,877.09,60,7.56,1.67
RQ-4 Global Hawk,47.43,0.88,0,21.86,13,recon,238.276,784.0,0,1036.9,3600,0.0,95.87
Wasp AE,19.89,14.88,0,35.16,1,recon,0.091,1305.0,0,699.21,60,0.0,1.67
MQ-9 Reaper,17.33,1.1,0,92.29,18,strike,1616.151,1140.0,1,1599.67,2400,0.0,65.9
MQ-9 Reaper,63.11,18.69,0,27.8,20,surveillance,555.732,992.0,0,1754.61,2400,0.0,76.64
MQ-9 Reaper,9.57,14.16,1,26.3,8,surveillance,442.564,435.0,0,251.84,2400,14.16,85.08
RQ-4 Global Hawk,30.33,11.98,0,48.06,1,recon,624.282,827.0,1,1457.71,3600,0.0,87.35
MQ-9 Reaper,37.67,18.12,0,43.79,19,surveillance,888.15,761.0,1,1649.72,2400,0.0,70.69
MQ-9 Reaper,64.21,15.84,0,28.65,18,strike,289.758,1246.0,1,1839.82,2400,0.0,86.42
Wasp AE,66.36,13.01,1,82.51,0,recon,0.029,558.0,1,5475.42,60,13.01,1.67
ScanEagle,27.27,5.61,1,53.51,11,strike,2.612,1001.0,0,1458.99,900,5.61,94.18
RQ-4 Global Hawk,44.69,8.94,0,85.09,22,strike,651.567,768.0,1,3802.49,3600,0.0,87.8
MQ-9 Reaper,8.72,4.43,1,41.53,17,recon,713.376,500.0,0,362.02,2400,4.43,84.32
MQ-9 Reaper,44.49,0.5,0,99.19,12,strike,1251.55,1079.0,1,4413.03,2400,0.0,73.28
Wasp AE,57.44,16.72,0,75.0,20,recon,0.039,504.0,1,4308.09,60,0.0,1.67
ScanEagle,32.35,5.04,0,21.7,5,surveillance,1.079,343.0,1,702.06,900,0.0,96.55
MQ-9 Reaper,33.07,4.94,1,70.36,5,surveillance,760.484,1180.0,1,2326.58,2400,4.94,82.82
MQ-9 Reaper,9.34,5.88,1,90.33,5,strike,1669.732,143.0,0,843.94,2400,5.88,63.76
ScanEagle,29.26,10.02,1,43.21,22,surveillance,0.3,223.0,1,1264.46,900,10.02,90.94
ScanEagle,-1.0,7.24,0,59.12,22,surveillance,0.957,1113.0,0,-58.92,900,0.0,94.92
Wasp AE,-1.78,15.74,0,94.97,11,strike,0.001,1384.0,0,-169.48,60,0.0,1.67
MQ-9 Reaper,62.1,2.88,1,95.59,16,recon,1353.844,1261.0,1,5935.96,2400,2.88,70.54
ScanEagle,-2.81,14.17,0,56.29,10,surveillance,0.377,1100.0,0,-158.02,900,0.0,82.04
ScanEagle,59.64,5.9,1,88.6,23,recon,2.498,627.0,1,5284.45,900,5.9,92.32
ScanEagle,-7.23,17.61,0,39.75,23,recon,0.674,698.0,0,-287.33,900,0.0,65.92
ScanEagle,37.33,4.49,0,13.8,13,strike,0.94,1101.0,1,515.34,900,0.0,97.48
ScanEagle,12.58,1.15,0,42.09,7,surveillance,1.775,1063.0,0,529.36,900,0.0,97.26
RQ-4 Global Hawk,41.95,15.89,0,80.04,19,strike,136.523,512.0,1,3357.61,3600,0.0,92.96
Wasp AE,67.9,15.14,1,71.18,23,recon,0.08,871.0,0,4833.06,60,15.14,1.67
ScanEagle,61.16,6.1,0,22.04,23,surveillance,0.093,360.0,0,1348.05,900,0.0,97.02
Wasp AE,42.34,9.75,1,74.76,4,strike,0.077,425.0,0,3165.07,60,9.75,1.67
RQ-4 Global Hawk,53.88,9.28,1,92.04,9,recon,1067.704,1353.0,0,4959.62,3600,9.28,80.78
RQ-4 Global Hawk,67.47,6.7,1,30.32,8,recon,143.341,1496.0,1,2045.91,3600,6.7,96.6
RQ-4 Global Hawk,12.36,18.26,0,65.96,5,recon,883.306,424.0,1,815.49,3600,0.0,78.22
MQ-9 Reaper,48.15,18.09,0,35.98,12,surveillance,672.702,950.0,1,1732.54,2400,0.0,75.1
RQ-4 Global Hawk,17.27,3.16,0,84.64,0,surveillance,732.356,832.0,0,1461.41,3600,0.0,87.51
RQ-4 Global Hawk,30.62,6.63,0,34.38,10,strike,700.427,1408.0,1,1052.47,3600,0.0,87.75
Wasp AE,35.86,14.5,0,56.47,10,surveillance,0.002,494.0,0,2024.66,60,0.0,1.67
ScanEagle,58.58,8.78,1,19.19,4,strike,2.194,817.0,0,1124.32,900,8.78,91.02
Wasp AE,68.21,3.7,1,83.45,16,recon,0.094,1010.0,0,5691.8,60,3.7,24.4
ScanEagle,-4.05,19.75,1,16.13,4,strike,2.359,1237.0,1,-65.33,900,19.75,49.78
RQ-4 Global Hawk,43.75,15.87,0,92.13,17,recon,373.725,681.0,1,4031.14,3600,0.0,89.06
MQ-9 Reaper,54.54,12.52,1,47.19,14,recon,83.042,157.0,1,2573.96,2400,12.52,93.9
MQ-9 Reaper,59.88,10.29,0,42.18,9,recon,834.013,771.0,0,2525.71,2400,0.0,80.26
MQ-9 Reaper,18.82,13.43,1,70.89,11,strike,150.665,1193.0,1,1334.26,2400,13.43,91.75
Wasp AE,67.31,17.25,0,40.5,22,strike,0.033,1362.0,1,2725.86,60,0.0,1.67
Wasp AE,-5.02,10.25,0,55.11,14,recon,0.075,247.0,0,-276.42,60,0.0,1.67
Wasp AE,47.66,8.64,0,38.56,1,recon,0.051,1181.0,1,1837.89,60,0.0,1.67
Wasp AE,52.61,12.66,1,17.57,7,strike,0.039,607.0,1,924.39,60,12.66,1.67
ScanEagle,7.28,9.62,1,24.55,1,strike,0.173,208.0,0,178.79,900,9.62,92.03
Wasp AE,-1.98,9.22,1,29.68,16,strike,0.008,501.0,0,-58.74,60,9.22,1.67
RQ-4 Global Hawk,42.23,14.99,0,16.06,22,strike,1020.285,640.0,0,678.24,3600,0.0,79.06
MQ-9 Reaper,38.72,11.35,1,62.78,23,surveillance,1200.008,1185.0,1,2430.55,2400,11.35,71.33
ScanEagle,33.7,16.76,0,66.92,10,recon,2.534,745.0,0,2254.98,900,0.0,69.88
ScanEagle,27.05,13.6,1,31.97,3,surveillance,2.619,1312.0,0,864.7,900,13.6,80.53
ScanEagle,52.09,5.66,0,47.67,23,recon,1.367,252.0,0,2482.88,900,0.0,95.72
MQ-9 Reaper,21.78,8.38,1,61.37,20,strike,751.282,1357.0,1,1336.84,2400,8.38,82.52
Wasp AE,40.51,7.34,0,77.94,5,recon,0.021,597.0,1,3157.1,60,0.0,20.78
ScanEagle,50.21,3.9,1,10.81,4,strike,1.133,1000.0,0,542.97,900,3.9,95.83
MQ-9 Reaper,39.16,17.03,0,97.99,13,surveillance,995.321,1298.0,0,3836.79,2400,0.0,70.18
RQ-4 Global Hawk,0.86,10.09,0,83.78,0,recon,514.846,1408.0,0,72.24,3600,0.0,89.81
Wasp AE,14.97,2.5,0,33.85,12,recon,0.099,1167.0,0,506.65,60,0.0,71.45
RQ-4 Global Hawk,39.15,7.22,1,83.66,16,surveillance,1128.807,902.0,1,3275.8,3600,7.22,80.21
Wasp AE,-3.72,10.25,1,25.19,4,surveillance,0.019,341.0,1,-93.75,60,10.25,1.67
ScanEagle,30.95,14.53,0,10.01,22,surveillance,2.291,137.0,1,309.71,900,0.0,78.56
Wasp AE,-5.68,3.51,0,26.37,6,recon,0.075,577.0,0,-149.82,60,0.0,57.3
RQ-4 Global Hawk,63.22,15.02,1,92.92,3,strike,100.295,256.0,0,5874.32,3600,15.02,93.9
MQ-9 Reaper,35.71,16.28,0,36.18,11,recon,1372.634,1241.0,0,1292.18,2400,0.0,63.64
RQ-4 Global Hawk,2.37,6.56,0,63.2,6,recon,927.525,392.0,0,149.82,3600,0.0,83.87
ScanEagle,63.41,12.89,1,92.12,15,strike,2.974,477.0,0,5841.24,900,12.89,81.73
RQ-4 Global Hawk,-4.62,8.92,1,99.52,0,strike,706.502,540.0,0,-460.06,3600,8.92,86.6
ScanEagle,69.94,1.27,0,42.38,17,strike,0.245,842.0,0,2964.1,900,0.0,98.47
Wasp AE,60.98,7.05,0,81.13,13,recon,0.097,1359.0,1,4947.41,60,0.0,14.81
ScanEagle,69.19,17.66,1,46.66,16,surveillance,1.723,1395.0,0,3228.35,900,17.66,64.37
MQ-9 Reaper,20.15,10.03,0,57.78,21,surveillance,965.787,657.0,0,1164.28,2400,0.0,77.81
MQ-9 Reaper,10.38,12.57,1,76.95,20,strike,1435.42,574.0,1,798.43,2400,12.57,65.67
Wasp AE,0.8,3.7,0,72.6,21,strike,0.095,629.0,1,58.01,60,0.0,40.05
MQ-9 Reaper,69.44,0.87,1,31.74,0,strike,416.542,1195.0,0,2204.16,2400,0.87,90.26
MQ-9 Reaper,45.45,7.18,0,53.92,20,strike,1214.876,1201.0,1,2450.77,2400,0.0,73.57
Wasp AE,40.81,15.48,0,36.57,17,recon,0.082,716.0,1,1492.41,60,0.0,1.67
RQ-4 Global Hawk,11.01,7.99,1,11.29,17,strike,643.551,1417.0,1,124.26,3600,7.99,88.22
MQ-9 Reaper,43.62,2.78,0,91.27,22,strike,791.916,257.0,0,3981.15,2400,0.0,82.83
MQ-9 Reaper,1.46,3.77,0,20.63,11,surveillance,1258.678,766.0,0,30.11,2400,0.0,73.22
ScanEagle,4.94,15.44,1,87.11,2,surveillance,1.967,255.0,0,430.68,900,15.44,73.81
RQ-4 Global Hawk,12.04,14.52,0,29.23,14,strike,1251.87,353.0,0,351.93,3600,0.0,75.62
ScanEagle,68.78,17.75,0,75.02,13,strike,2.596,1227.0,1,5159.5,900,0.0,63.43
MQ-9 Reaper,-2.84,8.44,1,41.96,11,strike,1560.385,1129.0,0,-119.04,2400,8.44,65.5
Wasp AE,3.59,2.3,1,84.52,22,surveillance,0.09,1307.0,1,303.24,60,2.3,11.5
MQ-9 Reaper,48.1,12.17,0,81.78,18,recon,892.941,664.0,1,3933.82,2400,0.0,77.61
MQ-9 Reaper,64.77,5.86,1,15.78,0,recon,1606.967,1483.0,0,1022.16,2400,5.86,65.16
Wasp AE,26.4,8.37,1,49.8,3,strike,0.056,222.0,1,1314.64,60,8.37,1.67
RQ-4 Global Hawk,65.94,8.12,1,91.62,2,recon,928.12,586.0,1,6041.9,3600,8.12,83.04
Wasp AE,40.04,6.04,1,56.43,16,strike,0.003,525.0,1,2259.5,60,6.04,25.21
ScanEagle,-1.46,7.67,0,20.46,17,surveillance,0.835,117.0,0,-29.88,900,0.0,95.16
ScanEagle,-8.45,7.68,1,37.23,9,strike,1.74,1144.0,0,-314.74,900,7.68,92.54
Wasp AE,10.29,19.96,0,31.93,3,strike,0.002,1338.0,1,328.64,60,0.0,1.67
MQ-9 Reaper,68.34,11.34,0,15.54,7,strike,277.296,873.0,1,1061.91,2400,0.0,91.01
MQ-9 Reaper,19.93,8.42,0,84.41,10,strike,621.71,285.0,0,1682.16,2400,0.0,85.83
ScanEagle,24.69,12.87,0,64.0,1,surveillance,0.838,338.0,0,1579.95,900,0.0,85.81
Wasp AE,51.14,15.63,0,13.49,16,strike,0.036,1021.0,0,690.01,60,0.0,1.67
RQ-4 Global Hawk,64.83,8.51,0,93.25,15,strike,300.282,267.0,1,6045.47,3600,0.0,93.85
RQ-4 Global Hawk,59.01,11.26,1,98.01,16,recon,663.494,778.0,0,5783.27,3600,11.26,86.77
RQ-4 Global Hawk,63.7,14.1,0,49.07,16,strike,912.259,406.0,0,3125.36,3600,0.0,81.48
Wasp AE,68.57,15.3,0,88.93,23,strike,0.059,696.0,1,6097.89,60,0.0,1.67
Wasp AE,-0.92,7.36,1,28.88,23,strike,0.048,762.0,1,-26.6,60,7.36,1.67
ScanEagle,21.54,7.78,1,77.56,11,surveillance,0.337,1022.0,1,1670.35,900,7.78,94.59
Wasp AE,-4.87,10.39,1,88.04,22,recon,0.093,971.0,0,-428.66,60,10.39,1.67
Wasp AE,33.96,14.64,0,14.93,2,recon,0.018,1489.0,0,507.13,60,0.0,1.67
MQ-9 Reaper,2.31,16.53,1,42.54,8,surveillance,1303.882,1192.0,1,98.16,2400,16.53,63.8
Wasp AE,52.72,5.23,0,54.99,3,strike,0.006,1420.0,0,2899.0,60,0.0,56.56
ScanEagle,13.8,6.89,0,86.09,1,recon,2.281,1235.0,0,1187.97,900,0.0,94.04
Wasp AE,47.93,10.33,0,31.05,2,recon,0.092,166.0,1,1488.27,60,0.0,1.67
ScanEagle,31.93,1.35,1,47.23,18,surveillance,1.773,791.0,1,1508.0,900,1.35,95.77
Wasp AE,63.59,17.98,0,43.61,22,surveillance,0.093,1003.0,1,2773.21,60,0.0,1.67
ScanEagle,55.82,14.69,1,87.88,12,strike,2.898,658.0,1,4905.75,900,14.69,75.73
RQ-4 Global Hawk,20.9,12.4,1,78.35,5,recon,650.497,649.0,1,1637.72,3600,12.4,86.5
MQ-9 Reaper,46.12,19.85,0,56.17,22,recon,499.8,301.0,1,2590.53,2400,0.0,75.08
ScanEagle,65.72,12.0,1,46.62,17,surveillance,0.233,855.0,0,3063.82,900,12.0,87.26
MQ-9 Reaper,-0.3,3.13,1,31.84,22,recon,102.038,1311.0,0,-9.62,2400,3.13,96.66
Wasp AE,25.03,2.69,0,61.6,12,recon,0.005,1074.0,0,1541.71,60,0.0,88.79
RQ-4 Global Hawk,57.79,13.93,0,24.13,15,surveillance,465.34,392.0,1,1394.24,3600,0.0,88.95
ScanEagle,41.04,9.68,1,40.21,7,strike,2.405,750.0,1,1650.42,900,9.68,89.49
Wasp AE,39.67,0.29,1,90.86,0,strike,0.047,762.0,0,3604.53,60,0.29,39.99
ScanEagle,45.48,5.22,0,62.22,14,recon,0.019,286.0,0,2829.72,900,0.0,98.46
ScanEagle,44.4,1.01,0,24.87,17,strike,1.238,1000.0,0,1104.18,900,0.0,97.99
Wasp AE,18.81,3.89,0,74.93,23,recon,0.033,897.0,1,1409.14,60,0.0,60.72
ScanEagle,-2.95,15.17,0,37.06,14,strike,0.441,1448.0,0,-109.44,900,0.0,78.28
ScanEagle,40.82,3.78,0,34.69,8,surveillance,2.797,810.0,0,1416.04,900,0.0,95.8
Wasp AE,48.89,10.49,1,70.53,19,recon,0.063,410.0,0,3448.04,60,10.49,1.67
RQ-4 Global Hawk,3.5,11.64,1,67.8,15,recon,757.914,624.0,0,237.36,3600,11.64,85.14
ScanEagle,-6.43,11.51,1,12.85,16,strike,0.551,343.0,1,-82.57,900,11.51,87.2
ScanEagle,5.38,2.56,1,79.14,6,recon,1.499,319.0,1,425.87,900,2.56,95.16
MQ-9 Reaper,2.1,3.07,1,34.98,18,recon,229.048,778.0,0,73.41,2400,3.07,94.27
RQ-4 Global Hawk,58.74,14.33,0,65.79,10,surveillance,117.213,357.0,1,3864.29,3600,0.0,94.41
ScanEagle,48.09,8.16,1,85.9,20,surveillance,1.153,903.0,0,4130.8,900,8.16,93.27
MQ-9 Reaper,61.56,5.65,1,62.97,4,recon,696.836,949.0,0,3876.78,2400,5.65,84.12
MQ-9 Reaper,37.44,11.32,0,33.57,13,strike,68.126,323.0,1,1256.63,2400,0.0,95.59
MQ-9 Reaper,10.67,19.54,0,88.36,1,recon,766.528,548.0,0,942.93,2400,0.0,70.42
ScanEagle,0.28,19.57,0,26.06,10,recon,0.775,695.0,1,7.4,900,0.0,54.76
Wasp AE,11.36,19.56,1,17.38,23,recon,0.022,668.0,0,197.42,60,19.56,1.67
Wasp AE,37.72,3.98,0,24.13,1,strike,0.062,320.0,0,910.35,60,0.0,64.38
MQ-9 Reaper,-4.78,11.72,1,63.48,0,surveillance,1335.591,665.0,0,-303.25,2400,11.72,68.15
RQ-4 Global Hawk,65.63,5.62,0,37.52,1,recon,563.159,429.0,0,2462.25,3600,0.0,90.0
ScanEagle,33.01,12.02,1,78.72,19,recon,1.555,1110.0,1,2599.03,900,12.02,85.93
ScanEagle,44.7,11.23,0,44.67,20,surveillance,0.129,1078.0,0,1996.53,900,0.0,90.97
Wasp AE,-1.47,6.74,0,86.05,19,strike,0.004,181.0,1,-126.09,60,0.0,29.15
RQ-4 Global Hawk,43.39,2.51,0,98.67,10,surveillance,741.302,153.0,1,4281.19,3600,0.0,87.24
MQ-9 Reaper,52.69,19.0,1,67.74,13,strike,47.284,369.0,1,3569.57,2400,19.0,86.0
RQ-4 Global Hawk,34.42,6.4,0,38.31,12,surveillance,1203.236,612.0,1,1318.64,3600,0.0,79.37
RQ-4 Global Hawk,60.9,12.25,0,16.08,10,surveillance,1196.349,1002.0,1,979.03,3600,0.0,77.65
RQ-4 Global Hawk,8.8,4.76,1,88.57,12,surveillance,848.709,404.0,1,779.41,3600,4.76,85.1
Wasp AE,67.34,0.18,0,15.46,1,surveillance,0.047,915.0,1,1041.09,60,0.0,56.19
ScanEagle,61.95,7.91,0,46.2,2,recon,1.118,1279.0,0,2861.76,900,0.0,94.21
Wasp AE,29.34,10.88,1,64.5,15,recon,0.089,278.0,0,1892.5,60,10.88,1.67
RQ-4 Global Hawk,25.78,19.97,1,46.62,5,recon,819.876,189.0,1,1201.82,3600,19.97,77.16
RQ-4 Global Hawk,41.82,19.91,1,34.06,19,strike,425.894,112.0,0,1424.65,3600,19.91,84.01
RQ-4 Global Hawk,18.32,2.84,0,59.02,9,recon,861.506,1396.0,0,1081.2,3600,0.0,85.48
RQ-4 Global Hawk,1.48,4.35,0,13.39,17,surveillance,351.61,593.0,0,19.83,3600,0.0,93.74
Wasp AE,-6.16,2.06,0,38.54,8,strike,0.091,584.0,0,-237.53,60,0.0,58.97
RQ-4 Global Hawk,26.68,3.74,0,27.17,16,strike,632.066,386.0,1,724.99,3600,0.0,89.21
Wasp AE,6.42,6.94,0,10.03,7,strike,0.088,1304.0,0,64.35,60,0.0,35.67
RQ-4 Global Hawk,63.41,3.82,1,98.21,2,surveillance,529.369,1497.0,0,6227.04,3600,3.82,90.43
RQ-4 Global Hawk,66.66,0.37,1,15.86,17,recon,647.544,462.0,0,1056.99,3600,0.37,88.66
MQ-9 Reaper,24.92,14.21,1,55.16,9,strike,1671.439,529.0,0,1374.87,2400,14.21,59.58
RQ-4 Global Hawk,6.13,5.73,0,25.75,10,surveillance,570.598,342.0,1,157.73,3600,0.0,89.91
ScanEagle,-7.89,19.44,1,79.96,18,surveillance,1.079,331.0,0,-631.11,900,19.44,53.8
MQ-9 Reaper,56.7,15.31,1,77.57,5,surveillance,324.792,130.0,1,4398.49,2400,15.31,85.62
MQ-9 Reaper,27.75,6.8,1,66.17,11,strike,867.328,997.0,1,1835.96,2400,6.8,80.56
Wasp AE,13.38,1.04,1,41.18,14,surveillance,0.093,263.0,1,550.96,60,1.04,34.36
Wasp AE,23.81,3.36,0,72.13,15,surveillance,0.086,604.0,1,1717.23,60,0.0,61.33
MQ-9 Reaper,43.76,18.11,0,92.43,7,strike,1156.172,366.0,1,4045.26,2400,0.0,65.01
Wasp AE,4.96,1.48,0,32.4,11,surveillance,0.004,225.0,0,160.66,60,0.0,83.97
Wasp AE,29.58,19.06,0,13.15,2,surveillance,0.013,653.0,1,388.97,60,0.0,1.67
ScanEagle,-5.87,0.06,0,99.2,15,strike,1.947,1295.0,1,-582.51,900,0.0,95.46
MQ-9 Reaper,22.56,2.82,0,50.75,21,strike,558.885,682.0,0,1144.93,2400,0.0,87.96
RQ-4 Global Hawk,46.61,15.95,0,59.06,2,surveillance,739.425,574.0,1,2752.54,3600,0.0,82.79
ScanEagle,13.75,5.96,0,39.46,7,recon,2.921,999.0,0,542.52,900,0.0,94.84
ScanEagle,40.38,7.23,0,87.38,20,strike,2.367,399.0,1,3527.82,900,0.0,93.84
MQ-9 Reaper,69.08,8.76,0,25.87,8,strike,80.107,1484.0,1,1787.13,2400,0.0,96.5
MQ-9 Reaper,16.62,0.64,1,85.03,5,recon,445.623,1419.0,1,1413.08,2400,0.64,89.68
RQ-4 Global Hawk,24.07,13.89,0,11.95,12,surveillance,510.929,615.0,1,287.64,3600,0.0,88.39
MQ-9 Reaper,65.42,15.52,1,77.93,5,strike,1676.821,931.0,1,5098.32,2400,15.52,57.2
Wasp AE,8.78,13.9,1,94.72,1,surveillance,0.057,468.0,0,831.94,60,13.9,1.67
ScanEagle,40.68,9.87,0,29.38,20,recon,1.53,477.0,0,1195.06,900,0.0,92.25
Wasp AE,3.15,19.7,0,35.76,0,surveillance,0.074,925.0,1,112.74,60,0.0,1.67
Wasp AE,1.06,5.11,1,14.36,13,surveillance,0.082,573.0,1,15.29,60,5.11,12.68
ScanEagle,26.83,5.69,0,51.23,18,strike,2.387,127.0,1,1374.5,900,0.0,95.17
Wasp AE,-0.64,10.95,1,98.31,16,strike,0.005,353.0,0,-63.18,60,10.95,1.67
Wasp AE,-4.8,17.49,1,78.0,9,strike,0.001,964.0,1,-374.59,60,17.49,1.67
MQ-9 Reaper,0.65,5.17,0,70.2,10,strike,372.218,1131.0,0,45.46,2400,0.0,91.43
ScanEagle,64.89,3.94,1,24.07,9,strike,1.882,1289.0,0,1561.6,900,3.94,95.11
MQ-9 Reaper,65.92,6.11,0,44.37,6,recon,403.139,781.0,0,2924.72,2400,0.0,90.71
Wasp AE,55.6,18.21,1,17.47,10,recon,0.025,1415.0,1,971.35,60,18.21,1.67
MQ-9 Reaper,-7.21,4.55,0,43.01,10,surveillance,660.576,1270.0,0,-310.11,2400,0.0,85.4
ScanEagle,66.43,16.54,0,44.97,8,strike,2.314,969.0,0,2987.2,900,0.0,70.45
Wasp AE,52.45,16.6,0,68.62,0,surveillance,0.095,588.0,1,3599.27,60,0.0,1.67
Wasp AE,50.94,18.85,1,15.82,3,recon,0.051,457.0,1,805.71,60,18.85,1.67
RQ-4 Global Hawk,-3.09,19.34,1,62.87,19,strike,978.669,1325.0,0,-194.19,3600,19.34,75.19
MQ-9 Reaper,-2.55,17.15,0,22.75,10,surveillance,1475.336,1052.0,1,-58.04,2400,0.0,59.71
Wasp AE,2.62,8.06,0,74.64,17,surveillance,0.052,1089.0,0,195.2,60,0.0,10.7
RQ-4 Global Hawk,23.18,7.99,1,37.28,17,surveillance,1026.095,1402.0,1,864.25,3600,7.99,81.96
MQ-9 Reaper,-8.41,10.66,0,13.63,23,strike,928.314,495.0,0,-114.64,2400,0.0,77.67
ScanEagle,0.25,8.03,1,48.18,11,surveillance,2.809,853.0,0,12.27,900,8.03,91.42
ScanEagle,63.97,1.59,1,85.72,20,surveillance,0.37,461.0,0,5483.81,900,1.59,96.56
Wasp AE,53.49,14.41,0,14.4,7,strike,0.042,311.0,0,769.96,60,0.0,1.67
MQ-9 Reaper,48.56,9.07,0,93.76,22,surveillance,1537.525,1311.0,0,4552.74,2400,0.0,65.96
ScanEagle,32.88,2.04,1,22.01,15,strike,0.834,312.0,1,723.76,900,2.04,96.51
RQ-4 Global Hawk,32.76,18.03,1,44.86,15,surveillance,913.394,1138.0,1,1469.57,3600,18.03,77.9
Wasp AE,14.17,12.38,1,31.28,8,strike,0.068,1178.0,1,443.14,60,12.38,1.67
MQ-9 Reaper,59.91,18.33,1,78.19,16,strike,1029.905,480.0,1,4684.08,2400,18.33,66.63
Wasp AE,59.09,13.62,1,77.15,17,recon,0.012,334.0,1,4558.4,60,13.62,1.67
Wasp AE,39.09,2.62,1,27.17,3,strike,0.088,205.0,0,1061.89,60,2.62,31.83
RQ-4 Global Hawk,44.37,12.76,1,88.05,23,strike,1150.311,928.0,1,3906.61,3600,12.76,77.78
Wasp AE,37.52,9.21,1,22.12,12,recon,0.02,1344.0,0,829.97,60,9.21,1.67
Wasp AE,-4.45,0.78,1,86.18,7,surveillance,0.057,804.0,0,-383.06,60,0.78,32.4
ScanEagle,-0.73,18.0,0,67.42,16,strike,2.398,689.0,1,-49.54,900,0.0,62.06
ScanEagle,13.54,13.78,0,26.26,3,strike,1.726,1213.0,0,355.51,900,0.0,82.1
MQ-9 Reaper,0.54,6.89,1,42.32,6,surveillance,1258.184,1360.0,0,23.03,2400,6.89,72.28
MQ-9 Reaper,54.28,13.24,1,73.93,9,strike,1675.245,1241.0,1,4012.7,2400,13.24,59.99
MQ-9 Reaper,-5.42,16.83,1,61.57,12,recon,1439.068,1059.0,0,-333.69,2400,16.83,60.66
RQ-4 Global Hawk,57.52,9.38,0,63.73,20,recon,1023.601,626.0,0,3665.97,3600,0.0,81.73
RQ-4 Global Hawk,19.35,15.79,1,83.76,20,strike,799.199,755.0,0,1620.42,3600,15.79,82.11
Wasp AE,44.72,0.63,1,61.25,15,strike,0.043,422.0,1,2738.83,60,0.63,40.94
Wasp AE,-0.02,4.82,0,37.9,3,recon,0.037,1163.0,0,-0.62,60,0.0,55.36
Wasp AE,56.04,6.17,1,53.52,11,surveillance,0.057,214.0,0,2998.98,60,6.17,15.46
Wasp AE,42.3,6.35,0,46.34,2,strike,0.059,1368.0,1,1960.15,60,0.0,31.27
Wasp AE,69.96,18.71,0,11.35,10,strike,0.019,1103.0,0,794.29,60,0.0,1.67
ScanEagle,6.64,3.34,1,92.09,21,strike,2.209,816.0,0,611.78,900,3.34,94.22
MQ-9 Reaper,17.71,8.71,0,67.09,20,surveillance,922.948,1435.0,0,1188.19,2400,0.0,79.44
